0, 50, 40, 35, 10
1, 50, 40, 35, 10
1, 49, 40, 35, 10
2, 49, 40, 35, 10
2, 49, 40, 35, 10
3, 49, 40, 35, 10
3, 49, 40, 35, 10
4, 49, 40, 35, 10
4, 49, 40, 35, 10
5, 49, 40, 35, 10
5, 49, 40, 35, 10
6, 49, 40, 35, 10
6, 49, 40, 35, 10
7, 49, 40, 35, 10
7, 49, 40, 35, 10
8, 49, 40, 35, 10
8, 49, 40, 35, 10
9, 49, 40, 35, 10
9, 49, 40, 35, 10
10, 49, 40, 35, 10
10, 49, 40, 35, 10
11, 49, 40, 35, 10
11, 49, 40, 35, 10
12, 49, 40, 35, 10
12, 49, 40, 35, 10
13, 49, 40, 35, 10
13, 49, 40, 35, 10
14, 49, 40, 35, 10
14, 49, 40, 35, 10
15, 49, 40, 35, 10
15, 49, 40, 35, 10
16, 49, 40, 35, 10
16, 49, 40, 35, 10
17, 49, 40, 35, 10
17, 49, 40, 35, 10
18, 49, 40, 35, 10
18, 49, 40, 35, 10
19, 49, 40, 35, 10
19, 49, 40, 35, 10
20, 49, 40, 35, 10
20, 49, 40, 35, 10
21, 49, 40, 35, 10
21, 49, 40, 35, 10
22, 49, 40, 35, 10
22, 49, 40, 35, 10
23, 49, 40, 35, 10
23, 49, 40, 35, 10
24, 49, 40, 35, 10
24, 49, 40, 35, 10
25, 49, 40, 35, 10
25, 49, 40, 35, 10
26, 49, 40, 35, 10
26, 49, 40, 35, 10
27, 49, 40, 35, 10
27, 49, 40, 35, 10
28, 49, 40, 35, 10
28, 49, 40, 35, 10
29, 49, 40, 35, 10
29, 49, 40, 35, 10
30, 49, 40, 35, 10
30, 49, 40, 35, 10
31, 49, 40, 35, 10
31, 49, 40, 35, 10
32, 49, 40, 35, 10
32, 49, 40, 35, 10
33, 49, 40, 35, 10
33, 49, 40, 35, 10
34, 49, 40, 35, 10
34, 49, 40, 35, 10
35, 49, 40, 35, 10
35, 49, 40, 35, 10
36, 49, 40, 35, 10
36, 49, 40, 35, 10
37, 49, 40, 35, 10
37, 49, 40, 35, 10
38, 49, 40, 35, 10
38, 49, 40, 35, 10
39, 49, 40, 35, 10
39, 49, 40, 35, 10
40, 49, 40, 35, 10
40, 49, 40, 35, 10
41, 49, 40, 35, 10
41, 49, 40, 35, 10
42, 49, 40, 35, 10
42, 49, 40, 35, 10
43, 49, 40, 35, 10
43, 49, 40, 35, 10
44, 49, 40, 35, 10
44, 49, 40, 35, 10
45, 49, 40, 35, 10
45, 49, 40, 35, 10
46, 49, 40, 35, 10
46, 49, 40, 35, 10
47, 49, 40, 35, 10
47, 49, 40, 35, 10
48, 49, 40, 35, 10
48, 49, 40, 35, 10
49, 49, 40, 35, 10
49, 49, 40, 35, 10
50, 49, 40, 35, 10
50, 49, 40, 35, 10
51, 49, 40, 35, 10
51, 49, 40, 35, 10
52, 49, 40, 35, 10
52, 49, 40, 35, 10
53, 49, 40, 35, 10
53, 49, 40, 35, 10
54, 49, 40, 35, 10
54, 49, 40, 35, 10
55, 49, 40, 35, 10
55, 49, 40, 35, 10
56, 49, 40, 35, 10
56, 49, 40, 35, 10
57, 49, 40, 35, 10
57, 49, 40, 35, 10
58, 49, 40, 35, 10
58, 49, 40, 35, 10
59, 49, 40, 35, 10
59, 49, 40, 35, 10
60, 49, 40, 35, 10
60, 49, 40, 35, 10
61, 49, 40, 35, 10
61, 49, 40, 35, 10
62, 49, 40, 35, 10
62, 49, 40, 35, 10
63, 49, 40, 35, 10
63, 49, 40, 35, 10
64, 49, 40, 35, 10
64, 49, 40, 35, 10
65, 49, 40, 35, 10
65, 49, 40, 35, 10
66, 49, 40, 35, 10
66, 49, 40, 35, 10
67, 49, 40, 35, 10
67, 49, 40, 35, 10
68, 49, 40, 35, 10
68, 49, 40, 35, 10
69, 49, 40, 35, 10
69, 49, 40, 35, 10
70, 49, 40, 35, 10
70, 49, 40, 35, 10
71, 49, 40, 35, 10
71, 49, 40, 35, 10
72, 49, 40, 35, 10
72, 49, 40, 35, 10
73, 49, 40, 35, 10
73, 49, 40, 35, 10
74, 49, 40, 35, 10
74, 49, 40, 35, 10
75, 49, 40, 35, 10
75, 49, 40, 35, 10
76, 49, 40, 35, 10
76, 49, 40, 35, 10
77, 49, 40, 35, 10
77, 49, 40, 35, 10
78, 49, 40, 35, 10
78, 49, 40, 35, 10
79, 49, 40, 35, 10
79, 49, 40, 35, 10
80, 49, 40, 35, 10
80, 49, 40, 35, 10
81, 49, 40, 35, 10
81, 49, 40, 35, 10
82, 49, 40, 35, 10
82, 49, 40, 35, 10
83, 49, 40, 35, 10
83, 49, 40, 35, 10
84, 49, 40, 35, 10
84, 49, 40, 35, 10
85, 49, 40, 35, 10
85, 49, 40, 35, 10
86, 49, 40, 35, 10
86, 49, 40, 35, 10
87, 49, 40, 35, 10
87, 49, 40, 35, 10
88, 49, 40, 35, 10
88, 49, 40, 35, 10
89, 49, 40, 35, 10
89, 49, 40, 35, 10
90, 49, 40, 35, 10
90, 49, 40, 35, 10
91, 49, 40, 35, 10
91, 49, 40, 35, 10
92, 49, 40, 35, 10
92, 49, 40, 35, 10
93, 49, 40, 35, 10
93, 49, 40, 35, 10
94, 49, 40, 35, 10
94, 49, 40, 35, 10
95, 49, 40, 35, 10
95, 49, 40, 35, 10
96, 49, 40, 35, 10
96, 49, 40, 35, 10
97, 49, 40, 35, 10
97, 49, 40, 35, 10
98, 49, 40, 35, 10
98, 49, 40, 35, 10
99, 49, 40, 35, 10
99, 49, 40, 35, 10
100, 48, 40, 35, 10
100, 48, 40, 35, 10
101, 48, 40, 35, 10
101, 48, 40, 35, 10
102, 48, 40, 35, 10
102, 48, 40, 35, 10
103, 48, 40, 35, 10
103, 48, 40, 35, 10
104, 48, 40, 35, 10
104, 48, 40, 35, 10
105, 48, 40, 35, 10
105, 48, 40, 35, 10
106, 48, 40, 35, 10
106, 48, 40, 35, 10
107, 48, 40, 35, 10
107, 48, 40, 35, 10
108, 48, 40, 35, 10
108, 48, 40, 35, 10
109, 48, 40, 35, 10
109, 48, 40, 35, 10
110, 48, 40, 35, 10
110, 48, 40, 35, 10
111, 48, 40, 35, 10
111, 48, 40, 35, 10
112, 48, 40, 35, 10
112, 48, 40, 35, 10
113, 48, 40, 35, 10
113, 48, 40, 35, 10
114, 48, 40, 35, 10
114, 48, 40, 35, 10
115, 48, 40, 35, 10
115, 48, 40, 35, 10
116, 48, 40, 35, 10
116, 48, 40, 35, 10
117, 48, 40, 35, 10
117, 48, 40, 35, 10
118, 48, 40, 35, 10
118, 48, 40, 35, 10
119, 48, 40, 35, 10
119, 48, 40, 35, 10
120, 48, 40, 35, 10
120, 48, 40, 35, 10
121, 48, 40, 35, 10
121, 48, 40, 35, 10
122, 48, 40, 35, 10
122, 48, 40, 35, 10
123, 48, 40, 35, 10
123, 48, 40, 35, 10
124, 48, 40, 35, 10
124, 48, 40, 35, 10
125, 48, 40, 35, 10
125, 48, 40, 35, 10
126, 48, 40, 35, 10
126, 48, 40, 35, 10
127, 48, 40, 35, 10
127, 48, 40, 35, 10
128, 48, 40, 35, 10
128, 48, 40, 35, 10
129, 48, 40, 35, 10
129, 48, 40, 35, 10
130, 48, 40, 35, 10
130, 48, 40, 35, 10
131, 48, 40, 35, 10
131, 48, 40, 35, 10
132, 48, 40, 35, 10
132, 48, 40, 35, 10
133, 48, 40, 35, 10
133, 48, 40, 35, 10
134, 48, 40, 35, 10
134, 48, 40, 35, 10
135, 48, 40, 35, 10
135, 48, 40, 35, 10
136, 48, 40, 35, 10
136, 48, 40, 35, 10
137, 48, 40, 35, 10
137, 48, 40, 35, 10
138, 48, 40, 35, 10
138, 48, 40, 35, 10
139, 48, 40, 35, 10
139, 48, 40, 35, 10
140, 48, 40, 35, 10
140, 48, 40, 35, 10
141, 48, 40, 35, 10
141, 48, 40, 35, 10
142, 48, 40, 35, 10
142, 48, 40, 35, 10
143, 48, 40, 35, 10
143, 48, 40, 35, 10
144, 48, 40, 35, 10
144, 48, 40, 35, 10
145, 48, 41, 35, 10
145, 48, 41, 35, 10
146, 48, 41, 35, 10
146, 48, 41, 35, 10
147, 49, 41, 35, 10
147, 49, 41, 35, 10
148, 49, 41, 35, 10
148, 49, 41, 35, 10
149, 49, 41, 35, 10
149, 49, 41, 35, 10
150, 49, 40, 35, 10
150, 49, 40, 35, 10
151, 49, 40, 35, 10
151, 49, 40, 35, 10
152, 49, 40, 35, 10
152, 49, 40, 35, 10
153, 49, 40, 35, 10
153, 49, 40, 35, 10
154, 49, 40, 35, 10
154, 49, 40, 35, 10
155, 49, 40, 35, 10
155, 49, 40, 35, 10
156, 49, 40, 35, 10
156, 49, 40, 35, 10
157, 49, 40, 35, 10
157, 49, 40, 35, 10
158, 49, 40, 35, 10
158, 49, 40, 35, 10
159, 49, 40, 35, 10
159, 49, 40, 35, 10
160, 49, 40, 35, 10
160, 49, 40, 35, 10
161, 49, 40, 35, 10
161, 49, 39, 35, 10
162, 49, 39, 35, 10
162, 49, 39, 35, 10
163, 49, 39, 35, 10
163, 49, 39, 35, 10
164, 49, 39, 35, 10
164, 49, 39, 35, 10
165, 49, 39, 35, 10
165, 49, 39, 35, 10
166, 49, 39, 35, 10
166, 49, 39, 35, 10
167, 49, 39, 35, 10
167, 48, 39, 35, 10
168, 48, 39, 35, 10
168, 48, 39, 35, 10
169, 48, 39, 35, 10
169, 48, 40, 35, 10
170, 48, 40, 35, 10
170, 48, 40, 35, 10
171, 48, 40, 35, 10
171, 48, 40, 35, 10
172, 48, 40, 35, 10
172, 48, 40, 35, 10
173, 48, 40, 35, 10
173, 48, 40, 35, 10
174, 48, 40, 35, 10
174, 48, 40, 35, 10
175, 48, 40, 35, 10
175, 48, 40, 35, 10
176, 48, 40, 35, 10
176, 48, 40, 35, 10
177, 48, 39, 35, 10
177, 48, 39, 35, 10
178, 47, 39, 35, 10
178, 47, 39, 35, 10
179, 47, 39, 35, 10
179, 47, 39, 35, 10
180, 47, 39, 35, 10
180, 47, 39, 35, 10
181, 47, 39, 35, 10
181, 47, 39, 35, 10
182, 47, 39, 35, 10
182, 47, 39, 35, 10
183, 47, 39, 35, 10
183, 48, 39, 35, 10
184, 48, 39, 35, 10
184, 48, 39, 35, 10
185, 48, 39, 35, 10
185, 48, 39, 35, 10
186, 48, 39, 35, 10
186, 48, 39, 35, 10
187, 48, 39, 35, 10
187, 48, 39, 35, 10
188, 48, 39, 35, 10
188, 48, 39, 35, 10
189, 48, 39, 35, 10
189, 48, 39, 35, 10
190, 48, 39, 35, 10
190, 48, 39, 35, 10
191, 48, 39, 35, 10
191, 48, 39, 35, 10
192, 48, 39, 35, 10
192, 48, 39, 35, 10
193, 48, 39, 35, 10
193, 48, 39, 35, 10
194, 48, 39, 35, 10
194, 48, 39, 35, 10
195, 48, 39, 35, 10
195, 48, 39, 35, 10
196, 48, 39, 35, 10
196, 48, 39, 35, 10
197, 48, 39, 35, 10
197, 48, 39, 35, 10
198, 48, 39, 35, 10
198, 48, 39, 35, 10
199, 48, 39, 35, 10
199, 48, 39, 35, 10
200, 48, 39, 35, 10
200, 48, 39, 35, 10
201, 48, 39, 35, 10
201, 48, 39, 35, 10
202, 48, 39, 35, 10
202, 48, 39, 35, 10
203, 48, 39, 35, 10
203, 48, 39, 35, 10
204, 48, 39, 35, 10
204, 48, 39, 35, 10
205, 48, 39, 35, 10
205, 48, 39, 35, 10
206, 48, 39, 35, 10
206, 48, 39, 35, 10
207, 48, 39, 35, 10
207, 48, 39, 35, 10
208, 48, 39, 35, 10
208, 48, 39, 35, 10
209, 48, 39, 35, 10
209, 48, 39, 35, 10
210, 48, 39, 35, 10
210, 48, 39, 35, 10
211, 48, 39, 35, 10
211, 48, 39, 35, 10
212, 48, 39, 35, 10
212, 48, 39, 35, 10
213, 48, 39, 35, 10
213, 48, 39, 35, 10
214, 48, 39, 35, 10
214, 48, 39, 35, 10
215, 48, 39, 35, 10
215, 48, 39, 35, 10
216, 48, 39, 35, 10
216, 48, 39, 35, 10
217, 48, 39, 35, 10
217, 48, 39, 35, 10
218, 48, 39, 35, 10
218, 48, 39, 35, 10
219, 48, 40, 35, 10
219, 48, 40, 35, 10
220, 48, 40, 35, 10
220, 48, 40, 35, 10
221, 48, 40, 35, 10
221, 48, 40, 35, 10
222, 48, 40, 35, 10
222, 48, 40, 35, 10
223, 47, 40, 35, 10
223, 47, 40, 35, 10
224, 47, 40, 35, 10
224, 47, 40, 35, 10
225, 47, 40, 35, 10
225, 47, 40, 35, 10
226, 47, 40, 35, 10
226, 47, 40, 35, 10
227, 47, 40, 35, 10
227, 47, 40, 35, 10
228, 47, 40, 35, 10
228, 47, 40, 35, 10
